-3.14159,-3.14159,0.00060084
-3.14159,-2.64159,0.00060084
-3.14159,-2.14159,0.00060084
-3.14159,-1.64159,0.00060084
-3.14159,-1.14159,0.00060084
-3.14159,-0.641593,0.00060084
-3.14159,-0.141593,0.00060084
-3.14159,0.358407,0.00060084
-3.14159,0.858407,0.00060084
-3.14159,1.35841,0.00060084
-3.14159,1.85841,0.00060084
-3.14159,2.35841,0.00060084
-3.14159,2.85841,0.00060084
-2.64159,-3.14159,1.4878
-2.64159,-2.64159,1.4878
-2.64159,-2.14159,1.4878
-2.64159,-1.64159,1.4878
-2.64159,-1.14159,1.4878
-2.64159,-0.641593,1.4878
-2.64159,-0.141593,1.4878
-2.64159,0.358407,1.4878
-2.64159,0.858407,1.4878
-2.64159,1.35841,1.4878
-2.64159,1.85841,1.4878
-2.64159,2.35841,1.4878
-2.64159,2.85841,1.4878
-2.14159,-3.14159,5.26291
-2.14159,-2.64159,5.26291
-2.14159,-2.14159,5.26291
-2.14159,-1.64159,5.26291
-2.14159,-1.14159,5.26291
-2.14159,-0.641593,5.26291
-2.14159,-0.141593,5.26291
-2.14159,0.358407,5.26291
-2.14159,0.858407,5.26291
-2.14159,1.35841,5.26291
-2.14159,1.85841,5.26291
-2.14159,2.35841,5.26291
-2.14159,2.85841,5.26291
-1.64159,-3.14159,7.97815
-1.64159,-2.64159,7.97815
-1.64159,-2.14159,7.97815
-1.64159,-1.64159,7.97815
-1.64159,-1.14159,7.97815
-1.64159,-0.641593,7.97815
-1.64159,-0.141593,7.97815
-1.64159,0.358407,7.97815
-1.64159,0.858407,7.97815
-1.64159,1.35841,7.97815
-1.64159,1.85841,7.97815
-1.64159,2.35841,7.97815
-1.64159,2.85841,7.97815
-1.14159,-3.14159,6.37293
-1.14159,-2.64159,6.37293
-1.14159,-2.14159,6.37293
-1.14159,-1.64159,6.37293
-1.14159,-1.14159,6.37293
-1.14159,-0.641593,6.37293
-1.14159,-0.141593,6.37293
-1.14159,0.358407,6.37293
-1.14159,0.858407,6.37293
-1.14159,1.35841,6.37293
-1.14159,1.85841,6.37293
-1.14159,2.35841,6.37293
-1.14159,2.85841,6.37293
-0.641593,-3.14159,2.45583
-0.641593,-2.64159,2.45583
-0.641593,-2.14159,2.45583
-0.641593,-1.64159,2.45583
-0.641593,-1.14159,2.45583
-0.641593,-0.641593,2.45583
-0.641593,-0.141593,2.45583
-0.641593,0.358407,2.45583
-0.641593,0.858407,2.45583
-0.641593,1.35841,2.45583
-0.641593,1.85841,2.45583
-0.641593,2.35841,2.45583
-0.641593,2.85841,2.45583
-0.141593,-3.14159,0.168863
-0.141593,-2.64159,0.168863
-0.141593,-2.14159,0.168863
-0.141593,-1.64159,0.168863
-0.141593,-1.14159,0.168863
-0.141593,-0.641593,0.168863
-0.141593,-0.141593,0.168863
-0.141593,0.358407,0.168863
-0.141593,0.858407,0.168863
-0.141593,1.35841,0.168863
-0.141593,1.85841,0.168863
-0.141593,2.35841,0.168863
-0.141593,2.85841,0.168863
0.358407,-3.14159,0.820482
0.358407,-2.64159,0.820482
0.358407,-2.14159,0.820482
0.358407,-1.64159,0.820482
0.358407,-1.14159,0.820482
0.358407,-0.641593,0.820482
0.358407,-0.141593,0.820482
0.358407,0.358407,0.820482
0.358407,0.858407,0.820482
0.358407,1.35841,0.820482
0.358407,1.85841,0.820482
0.358407,2.35841,0.820482
0.358407,2.85841,0.820482
0.858407,-3.14159,4.14754
0.858407,-2.64159,4.14754
0.858407,-2.14159,4.14754
0.858407,-1.64159,4.14754
0.858407,-1.14159,4.14754
0.858407,-0.641593,4.14754
0.858407,-0.141593,4.14754
0.858407,0.358407,4.14754
0.858407,0.858407,4.14754
0.858407,1.35841,4.14754
0.858407,1.85841,4.14754
0.858407,2.35841,4.14754
0.858407,2.85841,4.14754
1.35841,-3.14159,7.60347
1.35841,-2.64159,7.60347
1.35841,-2.14159,7.60347
1.35841,-1.64159,7.60347
1.35841,-1.14159,7.60347
1.35841,-0.641593,7.60347
1.35841,-0.141593,7.60347
1.35841,0.358407,7.60347
1.35841,0.858407,7.60347
1.35841,1.35841,7.60347
1.35841,1.85841,7.60347
1.35841,2.35841,7.60347
1.35841,2.85841,7.60347
1.85841,-3.14159,7.23132
1.85841,-2.64159,7.23132
1.85841,-2.14159,7.23132
1.85841,-1.64159,7.23132
1.85841,-1.14159,7.23132
1.85841,-0.641593,7.23132
1.85841,-0.141593,7.23132
1.85841,0.358407,7.23132
1.85841,0.858407,7.23132
1.85841,1.35841,7.23132
1.85841,1.85841,7.23132
1.85841,2.35841,7.23132
1.85841,2.85841,7.23132
2.35841,-3.14159,3.48961
2.35841,-2.64159,3.48961
2.35841,-2.14159,3.48961
2.35841,-1.64159,3.48961
2.35841,-1.14159,3.48961
2.35841,-0.641593,3.48961
2.35841,-0.141593,3.48961
2.35841,0.358407,3.48961
2.35841,0.858407,3.48961
2.35841,1.35841,3.48961
2.35841,1.85841,3.48961
2.35841,2.35841,3.48961
2.35841,2.85841,3.48961
2.85841,-3.14159,0.481837
2.85841,-2.64159,0.481837
2.85841,-2.14159,0.481837
2.85841,-1.64159,0.481837
2.85841,-1.14159,0.481837
2.85841,-0.641593,0.481837
2.85841,-0.141593,0.481837
2.85841,0.358407,0.481837
2.85841,0.858407,0.481837
2.85841,1.35841,0.481837
2.85841,1.85841,0.481837
2.85841,2.35841,0.481837
2.85841,2.85841,0.481837
