-3.14159,-3.14159,-3.14159,0.000600395
-3.14159,-3.14159,-2.64159,0.000600421
-3.14159,-3.14159,-2.14159,0.000600435
-3.14159,-3.14159,-1.64159,0.000600429
-3.14159,-3.14159,-1.14159,0.000600403
-3.14159,-3.14159,-0.641593,0.000600367
-3.14159,-3.14159,-0.141593,0.000600333
-3.14159,-3.14159,0.358407,0.00060031
-3.14159,-3.14159,0.858407,0.000600302
-3.14159,-3.14159,1.35841,0.000600308
-3.14159,-3.14159,1.85841,0.000600325
-3.14159,-3.14159,2.35841,0.000600349
-3.14159,-3.14159,2.85841,0.000600378
-3.14159,-2.64159,-3.14159,1.1276
-3.14159,-2.64159,-2.64159,1.48863
-3.14159,-2.64159,-2.14159,1.12914
-3.14159,-2.64159,-1.64159,0.415916
-3.14159,-2.64159,-1.14159,0.011092
-3.14159,-2.64159,-0.641593,0.246297
-3.14159,-2.64159,-0.141593,0.933096
-3.14159,-2.64159,0.358407,1.45721
-3.14159,-2.64159,0.858407,1.29379
-3.14159,-2.64159,1.35841,0.610365
-3.14159,-2.64159,1.85841,0.0624408
-3.14159,-2.64159,2.35841,0.112708
-3.14159,-2.64159,2.85841,0.721339
-3.14159,-2.14159,-3.14159,1.33768
-3.14159,-2.14159,-2.64159,3.88045
-3.14159,-2.14159,-2.14159,5.26356
-3.14159,-2.14159,-1.64159,3.87576
-3.14159,-2.14159,-1.14159,1.33154
-3.14159,-2.14159,-0.641593,0.0255448
-3.14159,-2.14159,-0.141593,0.771034
-3.14159,-2.14159,0.358407,3.148
-3.14159,-2.14159,0.858407,5.13859
-3.14159,-2.14159,1.35841,4.51046
-3.14159,-2.14159,1.85841,2.01083
-3.14159,-2.14159,2.35841,0.201066
-3.14159,-2.14159,2.85841,0.358938
-3.14159,-1.64159,-3.14159,0.0589968
-3.14159,-1.64159,-2.64159,1.94523
-3.14159,-1.64159,-2.14159,5.80847
-3.14159,-1.64159,-1.64159,7.97859
-3.14159,-1.64159,-1.14159,5.78772
-3.14159,-1.64159,-0.641593,1.91661
-3.14159,-1.64159,-0.141593,0.0306404
-3.14159,-1.64159,0.358407,1.09646
-3.14159,-1.64159,0.858407,4.6595
-3.14159,-1.64159,1.35841,7.77808
-3.14159,-1.64159,1.85841,6.79319
-3.14159,-1.64159,2.35841,2.94726
-3.14159,-1.64159,2.85841,0.298976
-3.14159,-1.14159,-3.14159,0.95376
-3.14159,-1.14159,-2.64159,0.0747018
-3.14159,-1.14159,-2.14159,1.62066
-3.14159,-1.14159,-1.64159,4.69128
-3.14159,-1.14159,-1.14159,6.377
-3.14159,-1.14159,-0.641593,4.65968
-3.14159,-1.14159,-0.141593,1.57467
-3.14159,-1.14159,0.358407,0.0269454
-3.14159,-1.14159,0.858407,0.906655
-3.14159,-1.14159,1.35841,3.76953
-3.14159,-1.14159,1.85841,6.21888
-3.14159,-1.14159,2.35841,5.46013
-3.14159,-1.14159,2.85841,2.42709
-3.14159,-0.641593,-3.14159,1.54881
-3.14159,-0.641593,-2.64159,0.441618
-3.14159,-0.641593,-2.14159,0.0709281
-3.14159,-0.641593,-1.64159,0.711893
-3.14159,-0.641593,-1.14159,1.87053
-3.14159,-0.641593,-0.641593,2.46053
-3.14159,-0.641593,-0.141593,1.84625
-3.14159,-0.641593,0.358407,0.672821
-3.14159,-0.641593,0.858407,0.0271246
-3.14159,-0.641593,1.35841,0.400352
-3.14159,-0.641593,1.85841,1.5192
-3.14159,-0.641593,2.35841,2.40358
-3.14159,-0.641593,2.85841,2.14385
-3.14159,-0.141593,-3.14159,0.167757
-3.14159,-0.141593,-2.64159,0.129144
-3.14159,-0.141593,-2.14159,0.0739634
-3.14159,-0.141593,-1.64159,0.054102
-3.14159,-0.141593,-1.14159,0.0879801
-3.14159,-0.141593,-0.641593,0.144104
-3.14159,-0.141593,-0.141593,0.169339
-3.14159,-0.141593,0.358407,0.138273
-3.14159,-0.141593,0.858407,0.077791
-3.14159,-0.141593,1.35841,0.0420566
-3.14159,-0.141593,1.85841,0.0629656
-3.14159,-0.141593,2.35841,0.121873
-3.14159,-0.141593,2.85841,0.166037
-3.14159,0.358407,-3.14159,0.730319
-3.14159,0.358407,-2.64159,0.804839
-3.14159,0.358407,-2.14159,0.529526
-3.14159,0.358407,-1.64159,0.165034
-3.14159,0.358407,-1.14159,0.0379052
-3.14159,0.358407,-0.641593,0.255933
-3.14159,0.358407,-0.141593,0.63224
-3.14159,0.358407,0.358407,0.823134
-3.14159,0.358407,0.858407,0.647608
-3.14159,0.358407,1.35841,0.281996
-3.14159,0.358407,1.85841,0.0681527
-3.14159,0.358407,2.35841,0.192951
-3.14159,0.358407,2.85841,0.548533
-3.14159,0.858407,-3.14159,1.66458
-3.14159,0.858407,-2.64159,3.59259
-3.14159,0.858407,-2.14159,4.05638
-3.14159,0.858407,-1.64159,2.51153
-3.14159,0.858407,-1.14159,0.6335
-3.14159,0.858407,-0.641593,0.0310589
-3.14159,0.858407,-0.141593,1.08153
-3.14159,0.858407,0.358407,3.07761
-3.14159,0.858407,0.858407,4.15647
-3.14159,0.858407,1.35841,3.11222
-3.14159,0.858407,1.85841,1.13437
-3.14159,0.858407,2.35841,0.088076
-3.14159,0.858407,2.85841,0.688463
-3.14159,1.35841,-3.14159,0.315758
-3.14159,1.35841,-2.64159,2.84819
-3.14159,1.35841,-2.14159,6.4959
-3.14159,1.35841,-1.64159,7.41838
-3.14159,1.35841,-1.14159,4.45393
-3.14159,1.35841,-0.641593,1.05394
-3.14159,1.35841,-0.141593,0.0308576
-3.14159,1.35841,0.358407,1.83887
-3.14159,1.35841,0.858407,5.52663
-3.14159,1.35841,1.35841,7.61103
-3.14159,1.35841,1.85841,5.56471
-3.14159,1.35841,2.35841,1.89251
-3.14159,1.35841,2.85841,0.0850331
-3.14159,1.85841,-3.14159,0.486413
-3.14159,1.85841,-2.64159,0.27945
-3.14159,1.85841,-2.14159,2.70106
-3.14159,1.85841,-1.64159,6.17199
-3.14159,1.85841,-1.14159,7.05377
-3.14159,1.85841,-0.641593,4.24757
-3.14159,1.85841,-0.141593,1.00843
-3.14159,1.85841,0.358407,0.0279045
-3.14159,1.85841,0.858407,1.75851
-3.14159,1.85841,1.35841,5.26498
-3.14159,1.85841,1.85841,7.23399
-3.14159,1.85841,2.35841,5.287
-3.14159,1.85841,2.85841,1.78888
-3.14159,2.35841,-3.14159,1.63524
-3.14159,2.35841,-2.64159,0.252474
-3.14159,2.35841,-2.14159,0.142447
-3.14159,2.35841,-1.64159,1.37661
-3.14159,2.35841,-1.14159,3.01035
-3.14159,2.35841,-0.641593,3.411
-3.14159,2.35841,-0.141593,2.12598
-3.14159,2.35841,0.358407,0.534864
-3.14159,2.35841,0.858407,0.0170751
-3.14159,2.35841,1.35841,0.917323
-3.14159,2.35841,1.85841,2.59975
-3.14159,2.35841,2.35841,3.49082
-3.14159,2.35841,2.85841,2.60453
-3.14159,2.85841,-3.14159,0.443525
-3.14159,2.85841,-2.64159,0.239063
-3.14159,2.85841,-2.14159,0.0380238
-3.14159,2.85841,-1.64159,0.0210403
-3.14159,2.85841,-1.14159,0.202987
-3.14159,2.85841,-0.641593,0.421377
-3.14159,2.85841,-0.141593,0.472453
-3.14159,2.85841,0.358407,0.307489
-3.14159,2.85841,0.858407,0.0832969
-3.14159,2.85841,1.35841,0.00412513
-3.14159,2.85841,1.85841,0.139584
-3.14159,2.85841,2.35841,0.369761
-3.14159,2.85841,2.85841,0.482167
-2.64159,-3.14159,-3.14159,0.000600395
-2.64159,-3.14159,-2.64159,0.000600421
