-3.14159,-3.14159,-3.14159,0.00060084
-3.14159,-3.14159,-2.64159,0.00060084
-3.14159,-3.14159,-2.14159,0.00060084
-3.14159,-3.14159,-1.64159,0.00060084
-3.14159,-3.14159,-1.14159,0.00060084
-3.14159,-3.14159,-0.641593,0.00060084
-3.14159,-3.14159,-0.141593,0.00060084
-3.14159,-3.14159,0.358407,0.00060084
-3.14159,-3.14159,0.858407,0.00060084
-3.14159,-3.14159,1.35841,0.00060084
-3.14159,-3.14159,1.85841,0.00060084
-3.14159,-3.14159,2.35841,0.00060084
-3.14159,-3.14159,2.85841,0.00060084
-3.14159,-2.64159,-3.14159,1.4878
-3.14159,-2.64159,-2.64159,1.4878
-3.14159,-2.64159,-2.14159,1.4878
-3.14159,-2.64159,-1.64159,1.4878
-3.14159,-2.64159,-1.14159,1.4878
-3.14159,-2.64159,-0.641593,1.4878
-3.14159,-2.64159,-0.141593,1.4878
-3.14159,-2.64159,0.358407,1.4878
-3.14159,-2.64159,0.858407,1.4878
-3.14159,-2.64159,1.35841,1.4878
-3.14159,-2.64159,1.85841,1.4878
-3.14159,-2.64159,2.35841,1.4878
-3.14159,-2.64159,2.85841,1.4878
-3.14159,-2.14159,-3.14159,5.26291
-3.14159,-2.14159,-2.64159,5.26291
-3.14159,-2.14159,-2.14159,5.26291
-3.14159,-2.14159,-1.64159,5.26291
-3.14159,-2.14159,-1.14159,5.26291
-3.14159,-2.14159,-0.641593,5.26291
-3.14159,-2.14159,-0.141593,5.26291
-3.14159,-2.14159,0.358407,5.26291
-3.14159,-2.14159,0.858407,5.26291
-3.14159,-2.14159,1.35841,5.26291
-3.14159,-2.14159,1.85841,5.26291
-3.14159,-2.14159,2.35841,5.26291
-3.14159,-2.14159,2.85841,5.26291
-3.14159,-1.64159,-3.14159,7.97815
-3.14159,-1.64159,-2.64159,7.97815
-3.14159,-1.64159,-2.14159,7.97815
-3.14159,-1.64159,-1.64159,7.97815
-3.14159,-1.64159,-1.14159,7.97815
-3.14159,-1.64159,-0.641593,7.97815
-3.14159,-1.64159,-0.141593,7.97815
-3.14159,-1.64159,0.358407,7.97815
-3.14159,-1.64159,0.858407,7.97815
-3.14159,-1.64159,1.35841,7.97815
-3.14159,-1.64159,1.85841,7.97815
-3.14159,-1.64159,2.35841,7.97815
-3.14159,-1.64159,2.85841,7.97815
-3.14159,-1.14159,-3.14159,6.37293
-3.14159,-1.14159,-2.64159,6.37293
-3.14159,-1.14159,-2.14159,6.37293
-3.14159,-1.14159,-1.64159,6.37293
-3.14159,-1.14159,-1.14159,6.37293
-3.14159,-1.14159,-0.641593,6.37293
-3.14159,-1.14159,-0.141593,6.37293
-3.14159,-1.14159,0.358407,6.37293
-3.14159,-1.14159,0.858407,6.37293
-3.14159,-1.14159,1.35841,6.37293
